Area Name,Date,# of Hunters,# of Ducks,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Duck Harvest,#2 Duck Harvest,#1 Duck Species,#2 Duck Species
CHINA ISLAND (NO.GL),12/24,21,45,45,2.14,,2.14,12,11,GWTL,MALL
CHINA ISLAND (NO.GL),12/27,49,35,38,0.71,0.06,0.78,12,7,MALL,GWTL
CHINA ISLAND (NO.GL),12/28,17,12,12,0.71,,0.71,6,5,MALL,GWTL
ASH CREEK,12/24,8,10,13,1.25,0.38,1.63,4,3,AMWI,MALL
ASH CREEK,12/27,16,11,15,0.69,0.25,0.94,7,2,MALL,GWTL
ASH CREEK,12/28,8,3,5,0.38,0.25,0.63,2,1,PNTL,AMWI
DELEVAN,12/24,169,431,444,2.55,0.08,2.62,122,105,GADW,SHOV
DELEVAN,12/27,132,447,458,3.39,0.08,3.47,131,113,GADW,SHOV
DELEVAN,12/28,163,291,303,1.79,0.07,1.86,81,56,SHOV,GADW
BUTTE VALLEY,12/24,24,21,35,0.88,0.58,1.46,12,4,MALL,PNTL
BUTTE VALLEY,12/27,29,40,64,1.38,0.83,2.21,14,13,MALL,PNTL
BUTTE VALLEY,12/28,3,2,2,0.67,,0.67,1,1,MALL,PNTL
FINNEY-RAMER,12/24,1,3,3,3.00,,3.00,3,0,GWTL,
FINNEY-RAMER,12/26,5,7,7,1.40,,1.40,3,2,GWTL,CINT
FINNEY-RAMER,12/27,5,9,9,1.80,,1.80,5,4,GWTL,SHOV
FINNEY-RAMER,12/28,2,4,4,2.00,,2.00,3,1,GWTL,SHOV
COLUSA,12/24,69,136,138,1.97,0.03,2.00,57,23,GADW,SHOV
COLUSA,12/27,101,289,291,2.86,0.02,2.88,91,55,GADW,GWTL
COLUSA,12/28,77,101,105,1.31,0.05,1.36,36,20,GADW,GWTL
GADWALL (NO.GL),12/24,35,101,101,2.89,,2.89,46,15,GWTL,SHOV
GADWALL (NO.GL),12/27,30,130,130,4.33,,4.33,88,14,GWTL,SHOV
GADWALL (NO.GL),12/28,34,51,51,1.50,,1.50,38,4,GWTL,SHOV
GOLD HILLS,12/24,4,0,0,,,,0,0,,
GOLD HILLS,12/27,0,0,0,,,,0,0,,
GOLD HILLS,12/28,0,0,0,,,,0,0,,
GOODYEAR SLOUGH,12/24,3,0,0,,,,0,0,,
GOODYEAR SLOUGH,12/27,3,6,6,2.00,,2.00,3,2,GWTL,AMWI
GOODYEAR SLOUGH,12/28,3,0,0,,,,0,0,,
GRAY LODGE,12/24,141,195,211,1.38,0.11,1.50,47,40,MALL,SHOV
GRAY LODGE,12/27,243,327,367,1.35,0.16,1.51,98,69,MALL,AMWI
GRAY LODGE,12/28,137,188,219,1.37,0.23,1.60,35,32,SHOV,AMWI
GRIZZLY ISLAND,12/24,101,174,175,1.72,0.01,1.73,38,37,SHOV,GWTL
GRIZZLY ISLAND,12/27,181,232,232,1.28,,1.28,69,56,GWTL,AMWI
GRIZZLY ISLAND,12/28,66,50,50,0.76,,0.76,16,12,AMWI,PNTL
JOICE ISLAND,12/28,5,4,5,0.80,0.20,1.00,3,1,MALL,CINT
HONEY LAKE-DAKIN,12/24,30,35,58,1.17,0.77,1.93,26,4,MALL,AMWI
HONEY LAKE-DAKIN,12/27,42,96,121,2.29,0.60,2.88,30,22,AMWI,MALL
HONEY LAKE-DAKIN,12/28,16,16,22,1.00,0.38,1.38,8,5,MALL,PNTL
HONEY LAKE-FLEMING,12/24,35,52,57,1.49,0.14,1.63,31,9,MALL,PNTL
HONEY LAKE-FLEMING,12/27,33,56,66,1.70,0.30,2.00,33,15,MALL,PNTL
HONEY LAKE-FLEMING,12/28,15,8,15,0.53,0.47,1.00,5,2,MALL,PNTL
HOWARD SLOUGH (UBB),12/24,50,113,113,2.26,,2.26,38,26,MALL,AMWI
HOWARD SLOUGH (UBB),12/27,70,115,125,1.64,0.14,1.79,44,30,MALL,AMWI
HOWARD SLOUGH (UBB),12/28,34,34,35,1.00,0.03,1.03,8,7,SHOV,AMWI
KERN,12/24,95,243,267,2.56,0.25,2.81,51,46,SHOV,GADW
KERN,12/27,148,398,398,2.69,,2.69,111,86,SHOV,GADW
ISLAND SLOUGH,12/24,10,10,10,1.00,,1.00,2,2,GWTL,CANV
ISLAND SLOUGH,12/27,15,8,10,0.53,0.13,0.67,3,2,SHOV,MALL
ISLAND SLOUGH,12/28,10,12,13,1.20,0.10,1.30,5,2,RUDD,MALL
KESTERSON,12/24,55,135,135,2.45,,2.45,75,17,GWTL,SHOV
KESTERSON,12/27,72,92,92,1.28,,1.28,27,15,GWTL,MALL
KESTERSON,12/28,47,15,18,0.32,0.06,0.38,7,3,GWTL,MALL
LITTLE DRY CR. (UBB),12/24,78,226,229,2.90,0.04,2.94,95,30,MALL,GWTL
LITTLE DRY CR. (UBB),12/27,86,214,215,2.49,0.01,2.50,75,50,MALL,AMWI
LITTLE DRY CR. (UBB),12/28,78,208,209,2.67,0.01,2.68,58,54,MALL,AMWI
LLANO SECO (UBB),12/24,55,94,95,1.71,0.02,1.73,45,13,GWTL,AMWI
LLANO SECO (UBB),12/27,65,148,148,2.28,,2.28,48,46,MALL,AMWI
LLANO SECO (UBB),12/28,23,53,54,2.30,0.04,2.35,15,13,MALL,AMWI
LOS BANOS,12/24,68,148,148,2.18,,2.18,68,23,GWTL,MALL
LOS BANOS,12/27,149,339,345,2.28,0.04,2.32,126,65,GWTL,MALL
LOS BANOS,12/28,84,52,54,0.62,0.02,0.64,17,15,GWTL,MALL
MENDOTA,12/24,157,263,267,1.68,0.03,1.70,121,41,GWTL,MALL
MENDOTA,12/27,317,387,391,1.22,0.01,1.23,149,57,GWTL,SHOV
MENDOTA,12/28,135,94,95,0.70,0.01,0.70,26,25,GWTL,MALL
MERCED,12/24,25,49,51,1.96,0.08,2.04,13,12,GWTL,SHOV
MERCED,12/27,32,56,69,1.75,0.41,2.16,19,15,MALL,GWTL
NORTH FRIETAS,12/24,15,46,46,3.07,,3.07,22,17,MALL,GWTL
NORTH FRIETAS,12/27,20,19,19,0.95,,0.95,15,2,MALL,WDDU
NORTH FRIETAS,12/28,11,15,15,1.36,,1.36,7,7,MALL,GWTL
SOUTH FRIETAS,12/24,13,39,39,3.00,,3.00,20,18,MALL,GWTL
SOUTH FRIETAS,12/27,26,29,29,1.12,,1.12,17,7,GWTL,MALL
SOUTH FRIETAS,12/28,13,25,25,1.92,,1.92,11,6,MALL,GWTL
SALT SLOUGH (NO.GL),12/24,38,82,82,2.16,,2.16,45,24,GWTL,MALL
SALT SLOUGH (NO.GL),12/27,65,108,109,1.66,0.02,1.68,42,36,GWTL,MALL
SALT SLOUGH (NO.GL),12/28,34,37,37,1.09,,1.09,13,12,MALL,GWTL
SALTON SEA NWR,12/24,2,5,5,2.50,,2.50,2,2,GWTL,SHOV
SALTON SEA NWR,12/27,20,35,37,1.75,0.10,1.85,20,6,SHOV,GADW
SALTON SEA NWR,12/28,5,2,5,0.40,0.60,1.00,2,0,MALL,
SACRAMENTO,12/24,125,385,393,3.08,0.06,3.14,113,65,GADW,SHOV
SACRAMENTO,12/27,186,455,1384,2.45,0.11,2.55,181,88,GADW,MALL
SACRAMENTO,12/28,148,172,179,1.16,0.05,1.21,34,34,GADW,SHOV
SAN JACINTO,12/24,85,150,151,1.76,0.01,1.78,78,23,SHOV,GWTL
SAN JACINTO,12/27,111,185,188,1.67,0.03,1.69,79,38,SHOV,GWTL
SAN LUIS,12/24,74,220,220,2.97,,2.97,144,30,GWTL,MALL
SAN LUIS,12/27,105,216,219,2.06,0.03,2.09,109,50,GWTL,MALL
SAN LUIS,12/28,68,104,105,1.53,0.01,1.54,79,9,GWTL,AMWI
SHASTA VALLEY,12/24,25,65,65,2.60,,2.60,32,8,MALL,GWTL
SHASTA VALLEY,12/27,24,85,90,3.54,0.21,3.75,27,17,MALL,RNDU
SHASTA VALLEY,12/28,29,14,15,0.48,0.03,0.52,6,3,RNDU,MALL
SUTTER,12/24,81,87,88,1.07,0.01,1.09,22,15,GWTL,MALL
SUTTER,12/27,79,185,185,2.34,,2.34,57,43,GWTL,AMWI
SUTTER,12/28,66,71,73,1.08,0.03,1.11,23,15,GWTL,AMWI
VOLTA,12/24,24,53,98,2.21,1.88,4.08,16,16,GWTL,SHOV
VOLTA,12/27,55,74,125,1.35,0.93,2.27,21,19,SHOV,MALL
VOLTA,12/28,11,7,7,0.64,,0.64,4,2,GWTL,AMWI
WILLOW CREEK,12/24,1,5,5,5.00,,5.00,2,2,MALL,SHOV
WILLOW CREEK,12/27,5,24,25,4.80,0.20,5.00,8,5,SHOV,AMWI
WILLOW CREEK,12/28,5,14,15,2.80,0.20,3.00,6,3,MALL,AMWI
WISTER,12/24,108,361,398,3.34,0.34,3.69,89,79,GWTL,SHOV
WISTER,12/27,245,622,659,2.54,0.15,2.69,228,141,GWTL,SHOV
WISTER,12/28,114,131,151,1.15,0.18,1.32,45,23,GWTL,SHOV
YOLO,12/24,101,112,121,1.11,0.09,1.20,36,24,BUFH,GWTL
YOLO,12/27,112,147,155,1.31,0.07,1.38,55,21,GWTL,SHOV
YOLO,12/28,75,69,72,0.92,0.04,0.96,23,13,GWTL,PNTL
WEST BEAR CREEK,12/24,32,63,63,1.97,,1.97,22,16,GWTL,MALL
WEST BEAR CREEK,12/27,38,36,38,0.95,0.05,1.00,15,13,GWTL,MALL
WEST BEAR CREEK,12/28,19,37,37,1.95,,1.95,30,4,GWTL,MALL
ASH CREEK,12/31,5,1,1,0.20,,0.20,1,0,AMWI,
ASH CREEK,1/3,10,0,2,,0.20,0.20,0,0,,
ASH CREEK,1/4,7,3,14,0.43,1.57,2.00,2,1,MALL,AMWI
DELEVAN,12/31,156,622,742,3.99,0.77,4.76,229,116,MALL,GWTL
DELEVAN,1/3,172,587,622,3.41,0.20,3.62,175,145,GADW,SHOV
DELEVAN,1/4,127,230,252,1.81,0.17,1.98,71,64,SHOV,GADW
BUTTE VALLEY,12/31,21,0,13,,0.62,0.62,0,0,,
BUTTE VALLEY,1/3,37,0,45,,1.22,1.22,0,0,,
BUTTE VALLEY,1/4,19,0,5,,0.26,0.26,0,0,,
FINNEY-RAMER,12/31,1,4,4,4.00,,4.00,3,1,GWTL,SHOV
FINNEY-RAMER,1/1,1,3,3,3.00,,3.00,2,1,GWTL,SHOV
FINNEY-RAMER,1/2,3,3,3,1.00,,1.00,3,0,GWTL,
FINNEY-RAMER,1/3,5,7,7,1.40,,1.40,4,3,GWTL,SHOV
FINNEY-RAMER,1/4,5,6,6,1.20,,1.20,4,2,GWTL,SHOV
COLUSA,12/31,75,205,275,2.73,0.93,3.67,52,41,MALL,GWTL
COLUSA,1/3,94,301,314,3.20,0.14,3.34,135,51,GADW,GWTL
COLUSA,1/4,85,214,230,2.52,0.19,2.71,58,41,GADW,GWTL
GADWALL (NO.GL),12/31,31,88,88,2.84,,2.84,63,12,GWTL,SHOV
GADWALL (NO.GL),1/3,37,145,145,3.92,,3.92,94,24,GWTL,SHOV
GADWALL (NO.GL),1/4,27,68,68,2.52,,2.52,44,11,GWTL,SHOV
GOLD HILLS,12/31,0,0,0,,,,0,0,,
GOLD HILLS,1/3,5,2,2,0.40,,0.40,1,1,GWTL,SHOV
GOLD HILLS,1/4,5,0,0,,,,0,0,,
GOODYEAR SLOUGH,12/31,4,4,4,1.00,,1.00,3,1,PNTL,MALL
GOODYEAR SLOUGH,1/3,5,10,10,2.00,,2.00,4,2,PNTL,GWTL
GOODYEAR SLOUGH,1/4,5,0,0,,,,0,0,,
GRAY LODGE,12/31,166,481,537,2.90,0.34,3.23,99,76,MALL,GWTL
GRAY LODGE,1/3,275,485,530,1.76,0.16,1.93,103,99,GADW,MALL
GRAY LODGE,1/4,136,193,219,1.42,0.19,1.61,33,31,MALL,AMWI
GRIZZLY ISLAND,12/31,88,291,296,3.31,0.06,3.36,114,85,GWTL,AMWI
GRIZZLY ISLAND,1/3,172,416,425,2.42,0.05,2.47,172,170,GWTL,AMWI
GRIZZLY ISLAND,1/4,78,75,82,0.96,0.09,1.05,31,21,GWTL,AMWI
JOICE ISLAND,1/4,6,17,17,2.83,,2.83,9,5,MALL,GWTL
HONEY LAKE-DAKIN,12/31,16,11,17,0.69,0.38,1.06,5,3,MALL,GWTL
HONEY LAKE-DAKIN,1/3,31,20,28,0.65,0.26,0.90,7,3,MALL,AMWI
HONEY LAKE-DAKIN,1/4,15,2,3,0.13,0.07,0.20,1,1,PNTL,REDH
HONEY LAKE-FLEMING,12/31,9,4,11,0.44,0.78,1.22,2,1,MALL,GADW
HONEY LAKE-FLEMING,1/3,23,1,14,0.04,0.57,0.61,1,9,SHOV,
HONEY LAKE-FLEMING,1/4,18,9,0,,0.50,0.50,9,0,,
HOWARD SLOUGH (UBB),12/31,53,197,200,3.72,0.06,3.77,48,47,MALL,GWTL
HOWARD SLOUGH (UBB),1/3,74,107,118,1.45,0.15,1.59,30,27,MALL,SHOV
HOWARD SLOUGH (UBB),1/4,24,30,31,1.25,0.04,1.29,10,7,MALL,GADW
KERN,12/31,123,299,299,2.43,,2.43,110,48,SHOV,GADW
KERN,1/3,153,353,353,2.31,,2.31,175,41,SHOV,CINT
ISLAND SLOUGH,12/31,15,37,37,2.47,,2.47,10,7,GWTL,MALL
ISLAND SLOUGH,1/3,15,17,21,1.13,0.27,1.40,12,4,GWTL,SHOV
ISLAND SLOUGH,1/4,15,3,3,0.20,,0.20,2,1,GWTL,SHOV
KESTERSON,12/31,48,111,115,2.31,0.08,2.40,56,23,GWTL,SHOV
KESTERSON,1/3,66,147,152,2.23,0.08,2.30,61,35,GWTL,SHOV
KESTERSON,1/4,63,55,57,0.87,0.02,0.89,26,18,SHOV,GWTL
LITTLE DRY CR. (UBB),12/31,79,311,329,3.94,0.23,4.16,86,62,MALL,AMWI
LITTLE DRY CR. (UBB),1/3,100,313,339,3.13,0.26,3.39,96,83,MALL,GADW
LITTLE DRY CR. (UBB),1/4,84,155,184,1.85,0.35,2.19,46,30,MALL,GADW
LLANO SECO (UBB),12/31,32,130,132,4.06,0.06,4.13,54,21,GWTL,MALL
LLANO SECO (UBB),1/3,40,41,43,1.03,0.05,1.08,11,10,GADW,MALL
LLANO SECO (UBB),1/4,24,15,15,0.63,,0.63,8,2,MALL,SHOV
LOS BANOS,12/31,77,174,181,2.26,0.08,2.35,67,24,GWTL,MALL
LOS BANOS,1/3,145,365,372,2.52,0.01,2.57,123,104,GWTL,SHOV
LOS BANOS,1/4,92,116,117,1.26,0.01,1.27,48,28,GWTL,SHOV
MENDOTA,12/31,175,471,471,2.69,,2.69,282,68,GWTL,SHOV
MENDOTA,1/3,356,797,804,2.24,0.02,2.26,323,169,GWTL,SHOV
MENDOTA,1/4,141,187,189,1.33,0.01,1.34,76,31,GWTL,PNTL
MERCED,12/31,25,65,75,2.60,0.40,3.00,20,14,GWTL,MALL
MERCED,1/3,37,67,71,1.81,0.11,1.92,19,15,MALL,SHOV
NORTH FRIETAS,12/31,9,36,40,4.00,0.44,4.44,27,7,MALL,GWTL
NORTH FRIETAS,1/3,19,61,61,3.21,,3.21,46,13,GWTL,MALL
NORTH FRIETAS,1/4,14,16,16,1.14,,1.14,14,2,GWTL,AMWI
SOUTH FRIETAS,12/31,15,68,79,4.53,0.73,5.27,37,26,GWTL,MALL
SOUTH FRIETAS,1/3,29,74,74,2.55,,2.55,57,5,GWTL,AMWI
SOUTH FRIETAS,1/4,13,30,30,2.31,,2.31,21,5,GWTL,MALL
SALT SLOUGH (NO.GL),12/31,33,74,74,2.24,,2.24,46,12,GWTL,SHOV
SALT SLOUGH (NO.GL),1/3,61,157,157,2.57,,2.57,50,44,SHOV,GWTL
SALT SLOUGH (NO.GL),1/4,32,60,60,1.88,,1.88,34,10,GWTL,MALL
SALTON SEA NWR,12/31,7,10,13,1.43,0.43,1.86,3,3,GWTL,SHOV
SALTON SEA NWR,1/3,26,45,47,1.73,0.08,1.81,28,10,SHOV,GWTL
SALTON SEA NWR,1/4,8,4,5,0.50,0.13,0.63,4,0,SHOV,
SACRAMENTO,12/31,160,505,605,3.16,0.63,3.78,206,93,MALL,GADW
SACRAMENTO,1/3,194,417,437,2.15,0.10,2.25,105,101,SHOV,GADW
SACRAMENTO,1/4,137,136,154,0.99,0.13,1.12,34,31,SHOV,MALL
SAN JACINTO,12/31,95,100,105,1.05,0.05,1.11,54,18,SHOV,GADW
SAN JACINTO,1/3,124,83,85,0.67,0.02,0.69,34,19,SHOV,GADW
SAN LUIS,12/31,55,188,191,3.42,0.05,3.47,97,34,GWTL,MALL
SAN LUIS,1/3,119,265,267,2.23,0.02,2.24,151,53,GWTL,SHOV
SAN LUIS,1/4,69,115,119,1.67,0.06,1.72,77,17,GWTL,SHOV
SHASTA VALLEY,12/31,23,40,40,1.74,,1.74,18,7,MALL,RNDU
SHASTA VALLEY,1/3,15,9,9,0.60,,0.60,4,3,MALL,GWTL
SHASTA VALLEY,1/4,12,5,5,0.42,,0.42,2,1,GADW,MALL
SUTTER,12/31,83,154,179,1.86,0.30,2.16,49,41,MALL,GWTL
SUTTER,1/3,83,304,354,3.66,0.60,4.27,87,73,GWTL,AMWI
SUTTER,1/4,95,172,187,1.81,0.16,1.97,55,52,GWTL,AMWI
VOLTA,12/31,37,95,95,2.57,,2.57,38,26,GWTL,SHOV
VOLTA,1/3,79,270,271,3.42,0.01,3.43,112,46,GWTL,MALL
VOLTA,1/4,40,55,55,1.38,,1.38,25,10,MALL,GADW GA
WILLOW CREEK,12/31,2,2,3,1.00,0.50,1.50,2,0,AMWI,
WILLOW CREEK,1/3,1,3,3,3.00,,3.00,3,0,GADW,
WILLOW CREEK,1/4,4,1,1,0.25,,0.25,1,0,GADW,
WISTER,12/31,125,153,184,1.22,0.25,1.47,58,38,GWTL,SHOV
WISTER,1/3,245,512,563,2.09,0.21,2.30,221,142,GWTL,SHOV
WISTER,1/4,91,90,100,0.99,0.11,1.10,30,24,SHOV,GWTL
YOLO,12/31,75,151,155,2.01,0.05,2.07,70,20,GWTL,BUFH
YOLO,1/3,115,258,261,2.24,0.03,2.27,88,84,SHOV,GWTL
YOLO,1/4,76,127,129,1.67,0.03,1.70,55,31,GWTL,SHOV
WEST BEAR CREEK,12/31,21,60,62,2.86,0.10,2.95,21,15,GWTL,SHOV
WEST BEAR CREEK,1/3,35,85,85,2.43,,2.43,46,16,GWTL,SHOV
WEST BEAR CREEK,1/4,23,14,14,0.61,,0.61,5,3,MALL,GWTL
WEST FAMILY JR UNIT,12/31,4,5,5,1.25,,1.25,2,2,CINT,BUFH
WEST FAMILY JR UNIT,1/3,4,6,7,1.50,0.25,1.75,2,2,GADW,BUFH
WEST FAMILY JR UNIT,1/4,4,8,8,2.00,,2.00,3,2,AMWI,GOLD
SACRAMENTO,1/7,80,296,321,3.70,0.31,4.01,131,37,GADW,SHOV
SACRAMENTO,1/10,117,610,643,5.21,0.28,5.50,163,145,GADW,GWTL
SACRAMENTO,1/11,77,293,405,3.81,1.45,5.26,98,58,GADW,SHOV
ASH CREEK,1/7,7,14,21,2.00,1.00,3.00,5,3,MALL,AMWI
ASH CREEK,1/10,12,0,7,,0.58,0.58,0,0,,
ASH CREEK,1/11,7,0,5,,0.71,0.71,0,0,,
DELEVAN,1/7,135,483,508,3.58,0.19,3.76,130,108,GADW,GWTL
DELEVAN,1/10,178,988,1028,5.55,0.22,5.78,236,222,GWTL,GADW
DELEVAN,1/11,142,488,507,3.44,0.13,3.57,155,118,GADW,SHOV
BUTTE VALLEY,1/7,26,0,35,,1.35,1.35,0,0,,
BUTTE VALLEY,1/10,25,0,3,,0.12,0.12,0,0,,
BUTTE VALLEY,1/11,3,0,0,,,,0,0,,
FINNEY-RAMER,1/7,0,0,0,,,,0,0,,
FINNEY-RAMER,1/8,3,2,2,0.67,,0.67,2,0,GWTL,
FINNEY-RAMER,1/9,2,3,3,1.50,,1.50,2,1,SHOV,GWTL
FINNEY-RAMER,1/10,0,0,0,,,,0,0,,
FINNEY-RAMER,1/11,5,5,5,1.00,,1.00,3,2,GWTL,SHOV
GADWALL (NO.GL),1/7,31,103,103,3.32,,3.32,68,17,GWTL,SHOV
GADWALL (NO.GL),1/10,31,167,167,5.39,,5.39,125,17,GWTL,SHOV
GADWALL (NO.GL),1/11,29,50,50,1.72,,1.72,31,8,GWTL,SHOV
GOLD HILLS,1/7,1,1,1,1.00,,1.00,1,0,GWTL,
GOLD HILLS,1/10,2,0,0,,,,0,0,,
GOODYEAR SLOUGH,1/7,4,5,5,1.25,,1.25,2,1,AMWI,MALL
GOODYEAR SLOUGH,1/10,8,7,7,0.88,,0.88,5,2,AMWI,SHOV
GOODYEAR SLOUGH,1/11,6,1,1,0.17,,0.17,1,0,SHOV,
GRAY LODGE,1/7,166,514,550,3.10,0.22,3.31,101,83,GADW,MALL
GRAY LODGE,1/10,265,944,1125,3.56,0.68,4.25,185,180,MALL,GADW
GRAY LODGE,1/11,188,473,569,2.52,0.51,3.03,108,92,MALL,GADW
GRIZZLY ISLAND,1/7,113,332,348,2.94,0.14,3.08,96,91,GWTL,AMWI
GRIZZLY ISLAND,1/10,193,490,512,2.54,,2.65,144,123,AMWI,GWTL
GRIZZLY ISLAND,1/11,78,89,92,1.14,0.04,1.18,25,19,AMWI,SHOV
JOICE ISLAND,1/11,5,18,18,3.60,,3.60,9,5,MALL,GWTL
HONEY LAKE-DAKIN,1/7,15,2,7,0.13,0.33,0.47,1,1,MALL,PNTL
HONEY LAKE-DAKIN,1/10,22,2,6,0.09,0.18,0.27,2,0,MALL,
HONEY LAKE-DAKIN,1/11,10,0,0,,,,0,0,,
HONEY LAKE-FLEMING,1/7,25,40,53,1.60,0.52,2.12,20,8,MALL,GWTL
HONEY LAKE-FLEMING,1/10,21,0,4,0,,0.19,0,0,,
HONEY LAKE-FLEMING,1/11,8,7,10,0.88,0.38,1.25,5,2,GWTL,MALL
HOWARD SLOUGH (UBB),1/7,55,114,118,2.07,0.07,2.15,25,25,MALL,SHOV
HOWARD SLOUGH (UBB),1/10,64,157,182,2.45,0.39,2.84,53,47,MALL,SHOV
HOWARD SLOUGH (UBB),1/11,32,61,69,1.91,0.25,2.16,21,19,MALL,AMWI
KERN,1/7,123,356,361,2.90,0.04,2.93,139,60,SHOV,GWTL
KERN,1/10,115,425,425,3.70,,3.70,177,103,SHOV,GWTL
ISLAND SLOUGH,1/7,12,15,17,1.25,0.17,1.42,9,4,GWTL,AMWI
ISLAND SLOUGH,1/10,15,17,17,1.13,,1.13,7,5,SHOV,GWTL
ISLAND SLOUGH,1/11,15,19,19,1.27,,1.27,7,5,GADW,PNTL
KESTERSON,1/7,46,159,159,3.46,,3.46,65,62,GWTL,SHOV
KESTERSON,1/10,75,211,215,2.81,0.05,2.87,79,75,SHOV,GWTL
KESTERSON,1/11,53,76,77,1.43,0.02,1.45,29,25,GWTL,SHOV
LITTLE DRY CR. (UBB),1/7,79,310,329,3.92,0.24,4.16,90,79,MALL,GADW
LITTLE DRY CR. (UBB),1/10,91,395,469,4.34,0.81,5.15,175,65,MALL,GADW
LITTLE DRY CR. (UBB),1/11,71,287,320,4.04,0.46,4.51,120,35,MALL,GADW
LLANO SECO (UBB),1/7,33,27,27,0.82,,0.82,9,5,AMWI,MALL
LLANO SECO (UBB),1/10,33,65,65,1.97,,1.97,20,15,MALL,AMWI
LLANO SECO (UBB),1/11,27,59,60,2.19,0.04,2.22,18,18,MALL,AMWI
LOS BANOS,1/7,87,165,169,1.90,0.05,1.94,51,29,GWTL,SHOV
LOS BANOS,1/10,162,555,577,3.43,0.14,3.56,166,143,GWTL,SHOV
LOS BANOS,1/11,95,160,167,1.68,0.07,1.76,48,38,MALL,SHOV
MENDOTA,1/7,190,463,470,2.44,0.04,2.47,173,82,GWTL,SHOV
MENDOTA,1/10,377,1230,1236,3.26,0.02,3.28,502,325,GWTL,SHOV
MENDOTA,1/11,194,448,476,2.31,0.14,2.45,207,97,GWTL,SHOV
MERCED,1/7,25,53,56,2.12,0.12,2.24,20,13,GWTL,MALL
MERCED,1/10,36,84,92,2.33,0.22,2.56,39,15,SHOV,GADW
NORTH FRIETAS,1/7,11,57,57,5.18,,5.18,48,3,GWTL,MALL
NORTH FRIETAS,1/10,25,30,30,1.20,,1.20,19,6,MALL,WDDU
NORTH FRIETAS,1/11,13,10,10,0.77,,0.77,5,3,MALL,AMWI
SOUTH FRIETAS,1/7,14,52,53,3.71,0.07,3.79,46,3,GWTL,MALL
SOUTH FRIETAS,1/10,15,32,36,2.13,0.27,2.40,12,6,GWTL,MALL
SOUTH FRIETAS,1/11,16,21,22,1.31,0.06,1.38,6,5,GWTL,SHOV
SALT SLOUGH (NO.GL),1/7,28,95,95,3.39,,3.39,39,23,SHOV,GWTL
SALT SLOUGH (NO.GL),1/10,73,262,264,3.59,0.03,3.62,85,73,SHOV,MALL
SALT SLOUGH (NO.GL),1/11,49,119,119,2.43,,2.43,37,33,SHOV,MALL
SALTON SEA NWR,1/7,5,13,20,2.60,1.40,4.00,5,4,SHOV,GWTL
SALTON SEA NWR,1/10,25,117,133,4.68,0.64,5.32,47,42,SHOV,GWTL
SALTON SEA NWR,1/11,15,8,23,0.53,1.00,1.53,4,3,SHOV,GWTL
SACRAMENTO,1/7,140,434,476,3.10,0.30,3.40,123,85,GADW,GWTL
SACRAMENTO,1/10,203,776,831,3.82,0.27,4.09,166,158,GADW,SHOV
SACRAMENTO,1/11,130,324,396,2.49,0.55,3.05,92,81,GADW,MALL
SAN JACINTO,1/7,72,127,127,1.76,,1.76,49,41,SHOV,GWTL
SAN JACINTO,1/10,111,197,197,1.77,,1.77,100,53,SHOV,GWTL
SAN LUIS,1/7,74,228,229,3.08,0.01,3.09,121,34,GWTL,SHOV
SAN LUIS,1/10,95,269,270,2.59,0.01,2.60,100,84,GWTL,SHOV
SAN LUIS,1/11,68,79,79,1.16,,1.16,26,22,GWTL,SHOV
SHASTA VALLEY,1/7,13,24,24,1.85,,1.85,7,6,GADW,RNDU
SHASTA VALLEY,1/10,5,0,0,,,,0,0,,
SHASTA VALLEY,1/11,4,1,1,0.25,,0.25,1,0,RNDU,
SUTTER,1/7,73,133,173,1.82,0.55,2.37,41,25,MALL,AMWI
SUTTER,1/10,92,464,551,5.04,0.95,5.99,177,124,AMWI,MALL
SUTTER,1/11,105,331,390,3.15,0.56,3.71,104,77,AMWI,MALL
VOLTA,1/7,41,146,146,3.56,,3.56,78,32,GWTL,SHOV
VOLTA,1/10,75,332,333,4.43,0.01,4.44,129,73,GWTL,SHOV
VOLTA,1/11,44,130,136,2.95,0.14,3.09,55,25,SHOV,GWTL
WILLOW CREEK,1/7,1,2,2,2.00,,2.00,2,0,MALL,
WILLOW CREEK,1/10,2,5,5,2.50,,2.50,5,0,GADW,
WILLOW CREEK,1/11,0,0,0,,,,0,0,,
WISTER,1/7,112,173,205,1.54,0.29,1.83,84,38,GWTL,SHOV
WISTER,1/10,279,718,768,2.57,0.18,2.75,363,204,GWTL,SHOV
WISTER,1/11,110,86,102,0.78,0.15,0.93,36,24,GWTL,SHOV
YOLO,1/7,68,154,155,2.26,0.01,2.28,56,49,GWTL,SHOV
YOLO,1/10,102,420,425,4.12,0.05,4.17,182,118,GWTL,SHOV
YOLO,1/11,109,218,236,2.00,0.17,2.17,102,53,GWTL,SHOV
WEST BEAR CREEK,1/7,23,55,55,2.39,0.04,2.43,24,13,GWTL,MALL
WEST BEAR CREEK,1/10,34,118,119,3.47,0.03,3.50,32,24,MALL,GWTL
WEST BEAR CREEK,1/11,29,81,83,2.79,,2.86,30,15,SHOV,MALL
WEST FAMILY JR,1/7,0,0,0,,,,0,0,,
WEST FAMILY JR,1/10,2,0,0,,,,0,0,,
WEST FAMILY JR,1/11,2,0,0,,,,0,0,,
